parcel_number,address,tokens,tags
063-0004-0321-00,2200 1906 VICTORY PW,2200|1906|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0322-00,2200 1907 VICTORY PW,2200|1907|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0323-00,2200 1908 VICTORY PW,2200|1908|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0324-00,2200 2001 VICTORY PW,2200|2001|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0325-00,2200 2002 VICTORY PW,2200|2002|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0326-00,2200 2003 VICTORY PW,2200|2003|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0327-00,2200 2004 VICTORY PW,2200|2004|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0328-00,2200 2005 VICTORY PW,2200|2005|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0329-00,2200 2006 VICTORY PW,2200|2006|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0330-00,2200 2007 VICTORY PW,2200|2007|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0331-00,2200 2008 VICTORY PW,2200|2008|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0332-00,2200 2101 VICTORY PW,2200|2101|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0334-00,2200 2103 VICTORY PW,2200|2103|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0335-00,2200 2104 VICTORY PW,2200|2104|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0336-00,2200 2105 VICTORY PW,2200|2105|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0337-00,2200 2106 VICTORY PW,2200|2106|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0338-00,2200 2107 VICTORY PW,2200|2107|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0339-00,2200 2108 VICTORY PW,2200|2108|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0340-00,2200 2201 VICTORY PW,2200|2201|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0341-00,2200 2202 VICTORY PW,2200|2202|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0342-00,2200 2203 VICTORY PW,2200|2203|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0343-00,2200 2204 VICTORY PW,2200|2204|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0344-00,2200 2205 VICTORY PW,2200|2205|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0345-00,2200 2206 VICTORY PW,2200|2206|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0346-00,2200 2207 VICTORY PW,2200|2207|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0347-00,2200 2208 VICTORY PW,2200|2208|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0348-00,2200 2301 VICTORY PW,2200|2301|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0349-00,2200 2302 VICTORY PW,2200|2302|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0350-00,2200 2303 VICTORY PW,2200|2303|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0395-00,2200 2304 VICTORY PW,2200|2304|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0352-00,2200 2305 VICTORY PW,2200|2305|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0353-00,2200 2306 VICTORY PW,2200|2306|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0354-00,2200 2307 VICTORY PW,2200|2307|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0356-00,2200 2401 VICTORY PW,2200|2401|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0357-00,2200 2402 VICTORY PW,2200|2402|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0358-00,2200 2403 VICTORY PW,2200|2403|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0359-00,2200 2404 VICTORY PW,2200|2404|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0360-00,2200 2405 VICTORY PW,2200|2405|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0361-00,2200 2406 VICTORY PW,2200|2406|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0362-00,2200 2407 VICTORY PW,2200|2407|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0363-00,2200 2408 VICTORY PW,2200|2408|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0365-00,2200 2501 VICTORY PW,2200|2501|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0366-00,2200 2504 VICTORY PW,2200|2504|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0367-00,2200 2505 VICTORY PW,2200|2505|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0368-00,2200 2506 VICTORY PW,2200|2506|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0369-00,2200 2507 VICTORY PW,2200|2507|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0370-00,2200 2508 VICTORY PW,2200|2508|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0372-00,2200 2601 VICTORY PW,2200|2601|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0373-00,2200 2604 VICTORY PW,2200|2604|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0374-00,2200 2605 VICTORY PW,2200|2605|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0004-0375-00,2200 2606 VICTORY PW,2200|2606|VICTORY|PW|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
032-0006-0133-00,2201 C1 RIVERSIDE DR,2201|C1|RIVERSIDE|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
206-0001-0186-00,2203 WESTWOOD NORTHERN BV,2203|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
032-0006-0135-00,2205 C3 RIVERSIDE DR,2205|C3|RIVERSIDE|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
032-0006-0136-00,2207 C4 RIVERSIDE DR,2207|C4|RIVERSIDE|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
206-0001-0187-00,2207 WESTWOOD NORTHERN BV,2207|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
032-0006-0137-00,2209 C5 RIVERSIDE DR,2209|C5|RIVERSIDE|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
077-0001-0186-00,221 1 W NINTH ST,221|1|W|NINTH|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
077-0001-0187-00,221 2 W NINTH ST,221|2|W|NINTH|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
077-0001-0188-00,221 3 W NINTH ST,221|3|W|NINTH|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
077-0001-0189-00,221 4 W NINTH ST,221|4|W|NINTH|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
077-0001-0190-00,221 5 W NINTH ST,221|5|W|NINTH|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
077-0001-0191-00,221 6 W NINTH ST,221|6|W|NINTH|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
077-0001-0192-00,221 7 W NINTH ST,221|7|W|NINTH|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
077-0001-0193-00,221 8 W NINTH ST,221|8|W|NINTH|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
032-0006-0138-00,2211 C6 RIVERSIDE DR,2211|C6|RIVERSIDE|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
032-0006-0139-00,2215 D1 RIVERSIDE DR,2215|D1|RIVERSIDE|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
032-0006-0140-00,2217 D2 RIVERSIDE DR,2217|D2|RIVERSIDE|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
032-0006-0141-00,2219 D3 RIVERSIDE DR,2219|D3|RIVERSIDE|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
206-0001-0190-00,2219 WESTWOOD NORTHERN BV,2219|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
206-0001-0001-00,2220 WESTWOOD NORTHERN BV,2220|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
032-0006-0142-00,2221 D4 RIVERSIDE DR,2221|D4|RIVERSIDE|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
032-0006-0143-00,2223 D5 RIVERSIDE DR,2223|D5|RIVERSIDE|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
206-0001-0191-00,2223 WESTWOOD NORTHERN BV,2223|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
032-0006-0144-00,2225 D6 RIVERSIDE DR,2225|D6|RIVERSIDE|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
206-0001-0203-00,2227 WESTWOOD NORTHERN BV,2227|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
206-0001-0192-00,2231 WESTWOOD NORTHERN BV,2231|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
032-0006-0185-00,2233 1A RIVERSIDE DR,2233|1A|RIVERSIDE|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
032-0006-0186-00,2233 1B RIVERSIDE DR,2233|1B|RIVERSIDE|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
032-0006-0187-00,2233 1C RIVERSIDE DR,2233|1C|RIVERSIDE|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
032-0006-0188-00,2233 2A RIVERSIDE DR,2233|2A|RIVERSIDE|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
032-0006-0189-00,2233 2B RIVERSIDE DR,2233|2B|RIVERSIDE|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
032-0006-0190-00,2233 2C RIVERSIDE DR,2233|2C|RIVERSIDE|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
032-0006-0191-00,2233 2D RIVERSIDE DR,2233|2D|RIVERSIDE|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
032-0006-0192-00,2233 3A RIVERSIDE DR,2233|3A|RIVERSIDE|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
032-0006-0193-00,2233 3B RIVERSIDE DR,2233|3B|RIVERSIDE|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
032-0006-0194-00,2233 3C RIVERSIDE DR,2233|3C|RIVERSIDE|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
032-0006-0195-00,2233 3D RIVERSIDE DR,2233|3D|RIVERSIDE|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
032-0006-0196-00,2233 4A RIVERSIDE DR,2233|4A|RIVERSIDE|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
104-0004-0367-00,226 #1A E ROCHELLE ST,226|#1A|E|ROCHELLE|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
104-0004-0369-00,226 #2A E ROCHELLE ST,226|#2A|E|ROCHELLE|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
104-0004-0372-00,226 #4A E ROCHELLE ST,226|#4A|E|ROCHELLE|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
224-0006-0164-00,2264 WESTWOOD NORTHERN BV,2264|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
224-0006-0159-00,2270 WESTWOOD NORTHERN BV,2270|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
224-0006-0178-00,2275 WESTWOOD NORTHERN BV,2275|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
224-0006-0018-00,2279 WESTWOOD NORTHERN BV,2279|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
224-0006-0050-00,2280 WESTWOOD NORTHERN BV,2280|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
224-0006-0162-00,2291 WESTWOOD NORTHERN BV,2291|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
224-0006-0161-00,2296 WESTWOOD NORTHERN BV,2296|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
224-0006-0160-00,2302 WESTWOOD NORTHERN BV,2302|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
063-0002-0019-00,2308 2310 ASHLAND AVE,2308|2310|ASHLAND|AVE|_EOS_,AddressNumber|AddressNumber|StreetName|StreetNamePostType|EOS
651-0016-0046-00,2308 2312 HARPER AVE,2308|2312|HARPER|AVE|_EOS_,AddressNumber|AddressNumber|StreetName|StreetNamePostType|EOS
224-0006-0163-00,2308 WESTWOOD NORTHERN BV,2308|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
092-0001-0151-00,231 210 OAK ST,231|210|OAK|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
092-0001-0161-00,231 310 OAK ST,231|310|OAK|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
248-0002-0034-00,2312 2314 FERGUSON RD,2312|2314|FERGUSON|RD|_EOS_,AddressNumber|AddressNumber|StreetName|StreetNamePostType|EOS
651-0031-0371-00,2312 2314 JEFFERSON AVE,2312|2314|JEFFERSON|AVE|_EOS_,AddressNumber|AddressNumber|StreetName|StreetNamePostType|EOS
528-0004-0285-00,2314 2316 LOSANTIVILLE AVE,2314|2316|LOSANTIVILLE|AVE|_EOS_,AddressNumber|AddressNumber|StreetName|StreetNamePostType|EOS
224-0006-0153-00,2314 WESTWOOD NORTHERN BV,2314|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
224-0006-0156-00,2320 WESTWOOD NORTHERN BV,2320|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
053-0001-0104-00,2324 1003 MADISON RD,2324|1003|MADISON|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
053-0001-0106-00,2324 1005 MADISON RD,2324|1005|MADISON|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
053-0001-0107-00,2324 1006 MADISON RD,2324|1006|MADISON|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
053-0001-0108-00,2324 1007 MADISON RD,2324|1007|MADISON|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
053-0001-0109-00,2324 1008 MADISON RD,2324|1008|MADISON|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
053-0001-0111-00,2324 1101 MADISON RD,2324|1101|MADISON|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
053-0001-0114-00,2324 1104 MADISON RD,2324|1104|MADISON|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
053-0001-0125-00,2324 1205 MADISON RD,2324|1205|MADISON|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
053-0001-0132-00,2324 1402 MADISON RD,2324|1402|MADISON|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
053-0001-0133-00,2324 1403 MADISON RD,2324|1403|MADISON|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
053-0001-0134-00,2324 1404 MADISON RD,2324|1404|MADISON|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
053-0001-0135-00,2324 1405 MADISON RD,2324|1405|MADISON|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
053-0001-0139-00,2324 1409 MADISON RD,2324|1409|MADISON|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
053-0001-0141-00,2324 1501 MADISON RD,2324|1501|MADISON|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
053-0001-0144-00,2324 1504 MADISON RD,2324|1504|MADISON|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
053-0001-0152-00,2324 1602 MADISON RD,2324|1602|MADISON|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
053-0001-0158-00,2324 1608 MADISON RD,2324|1608|MADISON|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
053-0001-0162-00,2324 1702 MADISON RD,2324|1702|MADISON|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
053-0001-0165-00,2324 1705 MADISON RD,2324|1705|MADISON|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
053-0001-0173-00,2324 1804 MADISON RD,2324|1804|MADISON|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
053-0001-0181-00,2324 1904 MADISON RD,2324|1904|MADISON|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
053-0001-0193-00,2324 2007 MADISON RD,2324|2007|MADISON|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
053-0001-0194-00,2324 2008 MADISON RD,2324|2008|MADISON|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
063-0003-0269-00,2356 410 PARK AVE,2356|410|PARK|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
573-0007-0012-00,24 1C STONEHAVEN DR,24|1C|STONEHAVEN|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
081-0004-0577-00,24 6F W FIFTEENTH ST,24|6F|W|FIFTEENTH|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
064-0003-0180-00,2401 10A INGLESIDE AVE,2401|10A|INGLESIDE|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
064-0003-0181-00,2401 10B INGLESIDE AVE,2401|10B|INGLESIDE|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
064-0003-0182-00,2401 10C INGLESIDE AVE,2401|10C|INGLESIDE|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
064-0003-0183-00,2401 10D INGLESIDE AVE,2401|10D|INGLESIDE|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
064-0003-0186-00,2401 11B INGLESIDE AVE,2401|11B|INGLESIDE|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
064-0003-0187-00,2401 11C INGLESIDE AVE,2401|11C|INGLESIDE|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
064-0003-0188-00,2401 11D INGLESIDE AVE,2401|11D|INGLESIDE|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
064-0003-0191-00,2401 12B INGLESIDE AVE,2401|12B|INGLESIDE|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
064-0003-0192-00,2401 12C INGLESIDE AVE,2401|12C|INGLESIDE|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
064-0003-0137-00,2401 1A INGLESIDE AVE,2401|1A|INGLESIDE|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
064-0003-0138-00,2401 1B INGLESIDE AVE,2401|1B|INGLESIDE|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
064-0003-0139-00,2401 1C INGLESIDE AVE,2401|1C|INGLESIDE|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
064-0003-0140-00,2401 2A INGLESIDE AVE,2401|2A|INGLESIDE|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
064-0003-0141-00,2401 2B INGLESIDE AVE,2401|2B|INGLESIDE|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
064-0003-0142-00,2401 2C INGLESIDE AVE,2401|2C|INGLESIDE|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
064-0003-0143-00,2401 2D INGLESIDE AVE,2401|2D|INGLESIDE|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
064-0003-0144-00,2401 2E INGLESIDE AVE,2401|2E|INGLESIDE|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
064-0003-0145-00,2401 3A INGLESIDE AVE,2401|3A|INGLESIDE|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
064-0003-0146-00,2401 3B INGLESIDE AVE,2401|3B|INGLESIDE|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
064-0003-0147-00,2401 3C INGLESIDE AVE,2401|3C|INGLESIDE|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
064-0003-0148-00,2401 3D INGLESIDE AVE,2401|3D|INGLESIDE|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
064-0003-0149-00,2401 3E INGLESIDE AVE,2401|3E|INGLESIDE|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
064-0003-0151-00,2401 4B INGLESIDE AVE,2401|4B|INGLESIDE|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
064-0003-0152-00,2401 4C INGLESIDE AVE,2401|4C|INGLESIDE|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
064-0003-0153-00,2401 4D INGLESIDE AVE,2401|4D|INGLESIDE|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
064-0003-0154-00,2401 4E INGLESIDE AVE,2401|4E|INGLESIDE|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
064-0003-0155-00,2401 5A INGLESIDE AVE,2401|5A|INGLESIDE|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
064-0003-0156-00,2401 5B INGLESIDE AVE,2401|5B|INGLESIDE|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
064-0003-0157-00,2401 5C INGLESIDE AVE,2401|5C|INGLESIDE|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
064-0003-0158-00,2401 5D INGLESIDE AVE,2401|5D|INGLESIDE|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
064-0003-0159-00,2401 5E INGLESIDE AVE,2401|5E|INGLESIDE|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
