parcel_number,address,tokens,tags,
042-0009-0224-00,2444 1706 MADISON RD,2444|1706|MADISON|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
042-0009-0225-00,2444 1707 MADISON RD,2444|1707|MADISON|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
042-0009-0226-00,2444 1708 MADISON RD,2444|1708|MADISON|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
042-0009-0338-00,2444 1805 MADISON RD,2444|1805|MADISON|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
042-0009-0237-00,2444 1807 MADISON RD,2444|1807|MADISON|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
042-0009-0241-00,2444 1811 MADISON RD,2444|1811|MADISON|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
042-0009-0242-00,2444 1812 MADISON RD,2444|1812|MADISON|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
042-0009-0243-00,2444 1901 MADISON RD,2444|1901|MADISON|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
042-0009-0246-00,2444 1904 MADISON RD,2444|1904|MADISON|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
042-0009-0248-00,2444 1906 MADISON RD,2444|1906|MADISON|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
042-0009-0260-00,2444 2006 MADISON RD,2444|2006|MADISON|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
042-0009-0265-00,2444 2012 MADISON RD,2444|2012|MADISON|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0029-0043-00,2445 2447 BARTRAM LN,2445|2447|BARTRAM|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0004-0056-00,2448 WESTWOOD NORTHERN BV,2448|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0029-0042-00,2449 2451 BARTRAM LN,2449|2451|BARTRAM|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0029-0041-00,2453 2455 BARTRAM LN,2453|2455|BARTRAM|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0029-0040-00,2457 2459 BARTRAM LN,2457|2459|BARTRAM|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
207-0053-0049-00,2459 WESTWOOD NORTHERN BV,2459|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0029-0039-00,2461 2463 BARTRAM LN,2461|2463|BARTRAM|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
228-0004-0198-00,2461 3F ALDERMONT CT,2461|3F|ALDERMONT|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0029-0038-00,2465 2467 BARTRAM LN,2465|2467|BARTRAM|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0029-0052-00,2468 2474 BARTRAM LN,2468|2474|BARTRAM|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0029-0037-00,2469 2471 BARTRAM LN,2469|2471|BARTRAM|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0029-0036-00,2473 2475 BARTRAM LN,2473|2475|BARTRAM|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0004-0119-00,2475 WESTWOOD NORTHERN BV,2475|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0029-0053-00,2476 2478 BARTRAM LN,2476|2478|BARTRAM|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0029-0035-00,2477 2479 BARTRAM LN,2477|2479|BARTRAM|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0004-0054-00,2477 WESTWOOD NORTHERN BV,2477|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0029-0054-00,2480 2482 BARTRAM LN,2480|2482|BARTRAM|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0029-0034-00,2481 2483 BARTRAM LN,2481|2483|BARTRAM|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0029-0055-00,2484 2486 BARTRAM LN,2484|2486|BARTRAM|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0029-0057-00,2492 2494 BARTRAM LN,2492|2494|BARTRAM|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0004-0006-00,2493 WESTWOOD NORTHERN BV,2493|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0029-0058-00,2496 2498 BARTRAM LN,2496|2498|BARTRAM|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0004-0083-00,2496 WESTWOOD NORTHERN BV,2496|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0004-0087-00,2500 WESTWOOD NORTHERN BV,2500|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
651-0020-0006-00,2501 2503 NORWOOD AVE,2501|2503|NORWOOD|AVE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
208-0A58-0023-00,2503 2507 HARRISON AVE,2503|2507|HARRISON|AVE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0004-0118-00,2505 WESTWOOD NORTHERN BV,2505|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0004-0080-00,2506 WESTWOOD NORTHERN BV,2506|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
092-0001-0024-00,2512 2518 HIGHLAND AVE,2512|2518|HIGHLAND|AVE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0004-0073-00,2519 WESTWOOD NORTHERN BV,2519|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0004-0059-00,2520 WESTWOOD NORTHERN BV,2520|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0004-0081-00,2527 WESTWOOD NORTHERN BV,2527|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0004-0068-00,2538 WESTWOOD NORTHERN BV,2538|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0004-0062-00,2539 WESTWOOD NORTHERN BV,2539|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0004-0071-00,2539 WESTWOOD NORTHERN BV,2539|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0004-0063-00,2544 WESTWOOD NORTHERN BV,2544|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0004-0070-00,2545 WESTWOOD NORTHERN BV,2545|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0004-0055-00,2550 WESTWOOD NORTHERN BV,2550|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0004-0078-00,2551 WESTWOOD NORTHERN BV,2551|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0004-0190-00,2556 WESTWOOD NORTHERN BV,2556|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0004-0049-00,2558 WESTWOOD NORTHERN BV,2558|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0004-0114-00,2564 WESTWOOD NORTHERN BV,2564|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0004-0064-00,2565 WESTWOOD NORTHERN BV,2565|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0004-0050-00,2568 WESTWOOD NORTHERN BV,2568|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0004-0053-00,2580 WESTWOOD NORTHERN BV,2580|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0004-0058-00,2583 WESTWOOD NORTHERN BV,2583|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0003-0275-00,2584 WESTWOOD NORTHERN BV,2584|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0003-0272-00,2592 WESTWOOD NORTHERN BV,2592|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0003-0096-00,2596 WESTWOOD NORTHERN BV,2596|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0003-0320-00,2600 WESTWOOD NORTHERN BV,2600|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0003-0319-00,2604 WESTWOOD NORTHERN BV,2604|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0003-0350-00,2608 WESTWOOD NORTHERN BV,2608|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
651-0011-0159-00,2629 2631 SHERIDAN DR,2629|2631|SHERIDAN|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
067-0002-0079-00,2631 2633 GILBERT AVE,2631|2633|GILBERT|AVE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0003-0332-00,2651 WESTWOOD NORTHERN BV,2651|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0003-0331-00,2653 WESTWOOD NORTHERN BV,2653|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0003-0329-00,2657 WESTWOOD NORTHERN BV,2657|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0003-0328-00,2659 WESTWOOD NORTHERN BV,2659|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0003-0327-00,2661 WESTWOOD NORTHERN BV,2661|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0003-0326-00,2663 WESTWOOD NORTHERN BV,2663|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0003-0325-00,2665 WESTWOOD NORTHERN BV,2665|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0003-0324-00,2667 WESTWOOD NORTHERN BV,2667|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0003-0323-00,2669 WESTWOOD NORTHERN BV,2669|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0003-0322-00,2671 WESTWOOD NORTHERN BV,2671|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0003-0321-00,2673 WESTWOOD NORTHERN BV,2673|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0003-0337-00,2683 WESTWOOD NORTHERN BV,2683|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0003-0336-00,2685 WESTWOOD NORTHERN BV,2685|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0003-0335-00,2687 WESTWOOD NORTHERN BV,2687|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0003-0334-00,2689 WESTWOOD NORTHERN BV,2689|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0003-0333-00,2691 WESTWOOD NORTHERN BV,2691|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
175-0015-0093-00,2711 2713 PRICE AVE,2711|2713|PRICE|AVE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0003-0019-00,2718 WESTWOOD NORTHERN BV,2718|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0003-0371-00,2721 WESTWOOD NORTHERN BV,2721|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
208-0055-0276-00,2742 2744 HARRISON AVE,2742|2744|HARRISON|AVE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0003-0302-00,2745 WESTWOOD NORTHERN BV,2745|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0002-0003-00,2835 WESTWOOD NORTHERN BV,2835|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
210-0075-0052-00,2904 2906 URWILER AVE,2904|2906|URWILER|AVE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
210-0078-0243-00,2915 2917 WARDALL AVE,2915|2917|WARDALL|AVE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
210-0078-0233-00,2915 WESTWOOD NORTHERN BV,2915|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
208-0059-0361-00,2935 2937 FERGUSON RD,2935|2937|FERGUSON|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
210-0078-0246-00,2935 WESTWOOD NORTHERN BV,2935|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
208-0063-0088-00,2969 2971 FOURTOWERS DR,2969|2971|FOURTOWERS|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
210-0078-0230-00,2997 WESTWOOD NORTHERN BV,2997|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
210-0078-0041-00,2998 WESTWOOD NORTHERN BV,2998|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
076-0002-0309-00,30 1001 E CENTRAL PW,30|1001|E|CENTRAL|PW|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
076-0002-0310-00,30 1002 E CENTRAL PW,30|1002|E|CENTRAL|PW|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
076-0002-0311-00,30 1003 E CENTRAL PW,30|1003|E|CENTRAL|PW|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
076-0002-0312-00,30 1101 E CENTRAL PW,30|1101|E|CENTRAL|PW|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
076-0002-0313-00,30 1102 E CENTRAL PW,30|1102|E|CENTRAL|PW|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
076-0002-0314-00,30 1103 E CENTRAL PW,30|1103|E|CENTRAL|PW|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
076-0002-0315-00,30 1201 E CENTRAL PW,30|1201|E|CENTRAL|PW|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
076-0002-0325-00,30 1202 E CENTRAL PW,30|1202|E|CENTRAL|PW|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
076-0002-0326-00,30 1203 E CENTRAL PW,30|1203|E|CENTRAL|PW|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
076-0002-0316-00,30 1301 E CENTRAL PW,30|1301|E|CENTRAL|PW|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
076-0002-0355-00,30 1302 CENTRAL PW,30|1302|CENTRAL|PW|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
076-0002-0317-00,30 1401 E CENTRAL PW,30|1401|E|CENTRAL|PW|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
076-0002-0318-00,30 1501 E CENTRAL PW,30|1501|E|CENTRAL|PW|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
055-0006-0093-00,3003 3005 HACKBERRY ST,3003|3005|HACKBERRY|ST|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
039-0004-0117-00,3010 3014 MADISON RD,3010|3014|MADISON|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
189-0023-0140-00,3016 3028 COLERAIN AVE,3016|3028|COLERAIN|AVE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
043-0001-0008-00,3025 3027 GRIEST AVE,3025|3027|GRIEST|AVE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
210-0078-0026-00,3025 WESTWOOD NORTHERN BV,3025|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
055-0006-0090-00,3032 3034 WOODBURN AVE,3032|3034|WOODBURN|AVE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0070-0217-00,3041 1B PRESERVE LN,3041|1B|PRESERVE|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0070-0218-00,3041 1C PRESERVE LN,3041|1C|PRESERVE|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0070-0219-00,3041 1D PRESERVE LN,3041|1D|PRESERVE|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0070-0221-00,3041 2B PRESERVE LN,3041|2B|PRESERVE|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0070-0223-00,3041 2D PRESERVE LN,3041|2D|PRESERVE|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0070-0225-00,3041 3B PRESERVE LN,3041|3B|PRESERVE|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0070-0226-00,3041 3C PRESERVE LN,3041|3C|PRESERVE|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0070-0227-00,3041 3D PRESERVE LN,3041|3D|PRESERVE|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
210-0078-0211-00,3045 WESTWOOD NORTHERN BV,3045|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
210-0078-0178-00,3050 WESTWOOD NORTHERN BV,3050|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
210-0078-0198-00,3051 WESTWOOD NORTHERN BV,3051|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
210-0078-0185-00,3056 WESTWOOD NORTHERN BV,3056|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
210-0078-0210-00,3057 WESTWOOD NORTHERN BV,3057|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
210-0078-0209-00,3061 WESTWOOD NORTHERN BV,3061|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
210-0078-0199-00,3062 WESTWOOD NORTHERN BV,3062|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
210-0078-0208-00,3065 WESTWOOD NORTHERN BV,3065|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
210-0078-0027-00,3068 WESTWOOD NORTHERN BV,3068|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
210-0078-0189-00,3068 WESTWOOD NORTHERN BV,3068|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
210-0078-0207-00,3069 WESTWOOD NORTHERN BV,3069|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0070-0228-00,3070 1A PRESERVE LN,3070|1A|PRESERVE|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0070-0229-00,3070 1B PRESERVE LN,3070|1B|PRESERVE|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0070-0230-00,3070 1C PRESERVE LN,3070|1C|PRESERVE|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0070-0231-00,3070 1D PRESERVE LN,3070|1D|PRESERVE|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0070-0232-00,3070 2A PRESERVE LN,3070|2A|PRESERVE|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0070-0233-00,3070 2B PRESERVE LN,3070|2B|PRESERVE|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0070-0234-00,3070 2C PRESERVE LN,3070|2C|PRESERVE|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0070-0235-00,3070 2D PRESERVE LN,3070|2D|PRESERVE|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0070-0236-00,3070 3A PRESERVE LN,3070|3A|PRESERVE|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0070-0239-00,3070 3D PRESERVE LN,3070|3D|PRESERVE|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
210-0078-0206-00,3073 WESTWOOD NORTHERN BV,3073|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
210-0078-0205-00,3077 WESTWOOD NORTHERN BV,3077|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
210-0078-0204-00,3081 WESTWOOD NORTHERN BV,3081|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
210-0078-0191-00,3086 WESTWOOD NORTHERN BV,3086|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
210-0078-0203-00,3087 WESTWOOD NORTHERN BV,3087|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
210-0078-0188-00,3090 WESTWOOD NORTHERN BV,3090|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
210-0078-0181-00,3094 WESTWOOD NORTHERN BV,3094|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
210-0078-0201-00,3095 WESTWOOD NORTHERN BV,3095|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
210-0078-0200-00,3097 WESTWOOD NORTHERN BV,3097|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
210-0078-0166-00,3098 WESTWOOD NORTHERN BV,3098|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
210-0078-0172-00,3105 WESTWOOD NORTHERN BV,3105|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
210-0078-0165-00,3106 WESTWOOD NORTHERN BV,3106|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
210-0078-0171-00,3109 WESTWOOD NORTHERN BV,3109|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
210-0078-0164-00,3110 WESTWOOD NORTHERN BV,3110|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
210-0078-0170-00,3113 WESTWOOD NORTHERN BV,3113|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
210-0078-0163-00,3114 WESTWOOD NORTHERN BV,3114|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
210-0078-0169-00,3117 WESTWOOD NORTHERN BV,3117|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
210-0078-0162-00,3118 WESTWOOD NORTHERN BV,3118|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
210-0078-0168-00,3121 WESTWOOD NORTHERN BV,3121|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
210-0078-0139-00,3122 WESTWOOD NORTHERN BV,3122|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
055-0003-0032-00,3125 3127 DURRELL AVE,3125|3127|DURRELL|AVE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
210-0078-0213-00,3125 WESTWOOD NORTHERN BV,3125|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
210-0078-0176-00,3130 WESTWOOD NORTHERN BV,3130|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0070-0241-00,3131 1B PRESERVE LN,3131|1B|PRESERVE|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0070-0243-00,3131 1D PRESERVE LN,3131|1D|PRESERVE|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0070-0245-00,3131 2B PRESERVE LN,3131|2B|PRESERVE|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0070-0246-00,3131 2C PRESERVE LN,3131|2C|PRESERVE|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0070-0247-00,3131 2D PRESERVE LN,3131|2D|PRESERVE|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0070-0242-00,3131 3 1C PRESERVE LN,3131|3|1C|PRESERVE|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0070-0249-00,3131 3B PRESERVE LN,3131|3B|PRESERVE|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0070-0250-00,3131 3C PRESERVE LN,3131|3C|PRESERVE|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
210-0078-0135-00,3133 WESTWOOD NORTHERN BV,3133|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
050-0002-0112-00,3137 3147 ENYART AVE,3137|3147|ENYART|AVE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
210-0078-0175-00,3138 WESTWOOD NORTHERN BV,3138|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
210-0078-0173-00,3145 WESTWOOD NORTHERN BV,3145|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0070-0289-00,3151 1B PRESERVE LN,3151|1B|PRESERVE|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
